PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Padial, JM; Avila, E; Gil-Sanchez, JM								Feeding habits and overlap among red fox (Vulpes vulpes) and stone marten (Martes foina) in two Mediterranean mountain habitats								MAMMALIAN BIOLOGY				67	3			137	146		10.1078/1616-5047-00021			2002	2002										33	0	0	32	0	38			1616-5047			WOS:000176123500002		
J	Ocana, A.; Pena Santiago, R.; Hernandez Ruiz, J.; Morales Baquero, R.								Nematodes of the order Dorylaimida (Pearse, 1942) in different high-mountain lakes of the Sierra Nevada (Granada, Spain)								Nematology				4	2			187	187					2002	2002						Fourth International Congress of Nematology Programme and AbstractsFourth International Congress of Nematology Programme and Abstracts	June 08-13, 2002June 08-13, 2002		Tenerife, Canary Islands, SpainTenerife, Canary Islands, Spain	0	0	0	0	0	0			1388-5545			BIOSIS:PREV200200475651		
B	Antoci, V; Rodler, F						Sterken, C; Kurtz, DW		44 Tau: a slowly rotating delta Scuti star								OBSERVATIONAL ASPECTS OF PULSATING B AND A STARS		ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES		256				179	181					2002	2002						Workshop on Observational Aspects of Pulsating B and A StarsWorkshop on Observational Aspects of Pulsating B and A Stars	JUL 24-25, 2001JUL 24-25, 2001		UNIV BRUSSELS, BRUSSELS, BELGIUMUNIV BRUSSELS, BRUSSELS, BELGIUM	0	0	0	0	0	0					1-58381-096-X	WOS:000176732000025		
J	Gomez, JM								Self-pollination in Euphrasia willkommii Freyn (Scrophulariaceae), an endemic species from the alpine of the Sierra Nevada (Spain)								PLANT SYSTEMATICS AND EVOLUTION				232	1-2			63	71		10.1007/s006060200027			2002	2002										23	3	0	26	0	27			0378-2697			WOS:000175931800005		
J	Schulte, L								Climatic and human influence on river systems and glacier fluctuations in southeast Spain since the Last Glacial Maximum								QUATERNARY INTERNATIONAL				93-4				85	100	PII S1040-6182(02)00008-3	10.1016/S1040-6182(02)00008-3			2002	2002						Meeting of the INQUA Commission on the HoloceneMeeting of the INQUA Commission on the Holocene	20002000	INQUAINQUA	SEVILLE, SPAINSEVILLE, SPAIN	53	0	0	13	0	53			1040-6182			WOS:000178167600010		
J	Reche, I; Pulido-Villena, E; Conde-Porcuna, JM; Carrillo, P				Reche, Isabel/K-7120-2014; Conde-Porcuna, Jose/L-9665-2014; Carrillo, Presentacion /I-1601-2015	Reche, Isabel/0000-0003-2908-1724; Conde-Porcuna, Jose/0000-0002-5074-2796; 			Photoreactivity of dissolved organic matter from high-mountain lakes of Sierra Nevada, Spain								ARCTIC ANTARCTIC AND ALPINE RESEARCH				33	4			426	434		10.2307/1552552			NOV 2001	2001						International Symposium on High-Mountain Lake and Streams: Indicators of a Changing WorldInternational Symposium on High-Mountain Lake and Streams: Indicators of a Changing World	SEP 04-08, 2000SEP 04-08, 2000		INNSBRUCK, AUSTRIAINNSBRUCK, AUSTRIA	35	0	0	33	0	36			1523-0430			WOS:000172713800008		
J	Vivero, JL; Hernandez-Bermejo, JE; Ligero, JP								Conservation strategies and management guidelines for wild Prunus genetic resources in Andalusia, Spain								GENETIC RESOURCES AND CROP EVOLUTION				48	5			533	546		10.1023/A:1012233530814			OCT 2001	2001										4	0	0	4	0	4			0925-9864			WOS:000172403700012		
J	Vivero, Jose Luis; Hernandez-Bermejo, J. Esteban; Ligero, Josefa Prados								Conservation strategies and management guidelines for wild Prunus genetic resources in Andalusia, Spain								Genetic Resources and Crop Evolution				48	5			533	546					October, 2001	2001										0	0	0	0	0	0			0925-9864			BIOSIS:PREV200200011639		
J	Perez-Martinez, C; Barea-Arco, J; Sanchez-Castillo, P				Sanchez-Castillo, Pedro M. /N-1598-2014; Perez-Martinez, Carmen/K-1219-2014	Sanchez-Castillo, Pedro M. /0000-0001-7183-9717; Perez-Martinez, Carmen/0000-0001-8777-4487			Dispersal and colonization of the epibiont alga Korshikoviella gracilipes (Chlorophyceae) on Daphnia pulicaria (Cladocera)								JOURNAL OF PHYCOLOGY				37	5			724	730		10.1046/j.1529-8817.2001.00180.x			OCT 2001	2001										6	0	0	5	0	6			0022-3646			WOS:000171736300008		
J	Villar-Argaiz, M; Medina-Sanchez, JM; Cruz-Pizarro, L; Carrillo, P				Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Cruz-Pizarro, Luis /H-5318-2015; Carrillo, Presentacion /I-1601-2015	Medina-Sanchez, Juan Manuel/0000-0003-0991-9331; Cruz-Pizarro, Luis /0000-0003-0687-0704; 			Inter- and intra-annual variability in the phytoplankton community of a high mountain lake: the influence of external (atmospheric) and internal (recycled) sources of phosphorus								FRESHWATER BIOLOGY				46	8			1017	1034		10.1046/j.1365-2427.2001.00734.x			AUG 2001	2001										32	0	0	26	0	32			0046-5070			WOS:000170565800002		
J	Gomez, JM; Hodar, JA; Zamora, R; Castro, J; Garcia, D				Garcia, Daniel/A-1236-2011; Castro, Jorge/M-1509-2014	Garcia, Daniel/0000-0002-7334-7836; Castro, Jorge/0000-0002-6362-2240			Ungulate damage on Scots pines in Mediterranean environments: effects of association with shrubs								CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE				79	6			739	746					JUN 2001	2001										39	1	0	37	0	39			0008-4026			WOS:000169869100010		
J	Barea-Arco, J; Perez-Martinez, C; Morales-Baquero, R				Perez-Martinez, Carmen/K-1219-2014; 	Perez-Martinez, Carmen/0000-0001-8777-4487; Morales Baquero, Rafael/0000-0002-7075-7899			Evidence of a mutualistic relationship between an algal epibiont and its host, Daphnia pulicaria								LIMNOLOGY AND OCEANOGRAPHY				46	4			871	881					JUN 2001	2001										28	0	1	26	1	30			0024-3590			WOS:000169214600012		
J	Peixinho, N; Lacerda, P; Ortiz, JL; Doressoundiram, A; Roos-Serote, M; Gutierrez, PJ				Lacerda, Pedro/G-4758-2012; Peixinho, Nuno/B-2570-2014; Gutierrez, Pedro/K-9637-2014	Peixinho, Nuno/0000-0002-6830-476X; Gutierrez, Pedro/0000-0002-7332-6269			Photometric study of Centaurs 10199 Chariklo (1997 CU26) and 1999 UG(5)								ASTRONOMY & ASTROPHYSICS				371	2			753	759		10.1051/0004-6361:20010382			MAY 2001	2001										21	0	0	0	0	21			0004-6361			WOS:000169943200034		
J	Carrillo, P; Villar-Argaiz, M; Medina-Sanchez, JM				Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015	Medina-Sanchez, Juan Manuel/0000-0003-0991-9331; 			Relationship between N : P ratio and growth rate during the life cycle of calanoid copepods: An in situ measurement								JOURNAL OF PLANKTON RESEARCH				23	5			537	547		10.1093/plankt/23.5.537			MAY 2001	2001										41	3	0	41	0	44			0142-7873			WOS:000169251200008		
J	Zamora, R; Gomez, JM; Hodar, JA; Castro, J; Garcia, D				Garcia, Daniel/A-1236-2011; Castro, Jorge/M-1509-2014	Garcia, Daniel/0000-0002-7334-7836; Castro, Jorge/0000-0002-6362-2240			Effect of browsing by ungulates on sapling growth of Scots pine in a Mediterranean environment: consequences for forest regeneration								FOREST ECOLOGY AND MANAGEMENT				144	1-3			33	42		10.1016/S0378-1127(00)00362-5			APR 15 2001	2001										61	0	0	58	0	64			0378-1127	1872-7042		WOS:000167955700003		
J	Casas, J. Jesus; Langton, Peter H.								The larva and pupa of Diamesa veletensis Serra-Tosio, 1971 (Diptera: Chironomidae)								Entomologist's Gazette				52	2			117	124					9 April, 2001	2001										0	0	0	0	0	0			0013-8894			BIOSIS:PREV200100247766		
J	Pinori, S; Bellucci, G					Bellucci, Giancarlo/0000-0003-0867-8679			Imaging spectroscopy of selected regional dark mantle deposits of the Moon								PLANETARY AND SPACE SCIENCE				49	5			487	500		10.1016/S0032-0633(00)00140-9			APR 2001	2001										4	0	0	0	0	4			0032-0633			WOS:000168208600007		
J	Extremera Montero, F; Moyano Acost, R; Gomez Pozo, B; Bermudez Ruiz, P; Lopez Mendez, J; Aguilar Rivas, S; Ingelmo Martin, J				Gomez-Pozo, Basilio/G-9392-2014	Gomez-Pozo, Basilio/0000-0002-7779-4262			[Exposure to Mycobacterium tuberculosis during a bus travel].				Exposicion a Mycobacterium tuberculosis durante un viaje en autobus.				Medicina clinica				116	5			182	5					2001-Feb-10	2001										0	0	0	0	0	0			0025-7753			MEDLINE:11222175	11222175	
J	Montero, FE; Acosta, RM; Pozo, BG; Ruiz, PB; Mendez, JL; Rivas, SA; Martin, JI				Mavoa, Suzanne/B-5372-2010				Exposure to Mycobacterium tuberculosis during a bus travel								MEDICINA CLINICA				116	5			182	185					FEB 10 2001	2001										6	0	0	1	0	6			0025-7753			WOS:000167430900005		
J	Gilabert, J								Short-term variability of the planktonic size structure in a Mediterranean coastal lagoon								JOURNAL OF PLANKTON RESEARCH				23	2			219	226		10.1093/plankt/23.2.219			FEB 2001	2001										13	0	0	11	0	13			0142-7873	1464-3774		WOS:000167810600008		
J	Gonzalez-Megias, A; Gomez, JM								Adult and larval plant range and preference in Timarcha lugens (Coleoptera : Chrysomelidae): Strict monophagy on an atypical host								ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA				94	1			110	115		10.1603/0013-8746(2001)094[0110:AALPRA]2.0.CO;2			JAN 2001	2001										8	0	0	8	0	8			0013-8746			WOS:000166695800016		
J	Boettinger, Janis L.; Schupp, Eugene W.; Castro, Jorge; Gomez, Jose Maria; Zamora, Regino								Soil acidification following burning of pine plantations, Sierra Nevada, Spain								Ecological Society of America Annual Meeting Abstracts				86				257	257					2001	2001						86th Annual Meeting of the Ecological Society of America86th Annual Meeting of the Ecological Society of America	August 05-10, 2001August 05-10, 2001	Ecological Society of AmericaEcological Society of America	Madison, Wisconsin, USAMadison, Wisconsin, USA	0	0	0	0	0	0						BIOSIS:PREV200200265373		
J	Gonzalez-Megias, Adela; Sanchez-Pinero, Francisco; Gomez, Jose M.				Sanchez Pinero, Francisco/L-2629-2014				Spatial autocorrelation affects regional population dynamic of the beetle Timarcha lugens								Ecological Society of America Annual Meeting Abstracts				86				283	283					2001	2001						86th Annual Meeting of the Ecological Society of America86th Annual Meeting of the Ecological Society of America	August 05-10, 2001August 05-10, 2001	Ecological Society of AmericaEcological Society of America	Madison, Wisconsin, USAMadison, Wisconsin, USA	0	0	0	0	0	0						BIOSIS:PREV200200252778		
J	Molina, JA								Oligotrophic spring vegetation in Spanish mountain ranges								FOLIA GEOBOTANICA				36	3			281	291		10.1007/BF02803181			2001	2001										4	0	0	5	0	5			0015-5551			WOS:000171712600004		
J	Granados, JE; Fandos, P; Marquez, FJ; Soriguer, RC; Chirosa, M; Perez, JM				Soriguer, Ramon/J-1494-2014; Fandos, Paulino/M-7304-2015; Marquez, Francisco J./N-1849-2015; CSIC, EBD Donana/C-4157-2011	Soriguer, Ramon/0000-0002-9165-7766; Fandos, Paulino/0000-0002-9607-8931; Marquez, Francisco J./0000-0002-1450-6235; CSIC, EBD Donana/0000-0003-4318-6602			Allometric growth in the Spanish ibex, Capra pyrenaica								FOLIA ZOOLOGICA				50	3			234	238					2001	2001										6	0	0	5	0	6			0139-7893			WOS:000171253600010		
S	Morales-Baquero, R.; Conde-Porcuna, J. M.				Conde-Porcuna, Jose/L-9665-2014	Conde-Porcuna, Jose/0000-0002-5074-2796	Williams, WD		Effect of the catchment areas on the abundance of zooplankton in high mountain lakes of the Sierra Nevada (Spain)								INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY, PROCEEDINGS, VOL 27, PT 4		International Association of Theoretical and Applied Limnology Proceedings		27				1804	1808					2001	2001						27th Congress of the International-Association-of-Theoretical-and-Applied-Limnology27th Congress of the International-Association-of-Theoretical-and-Applied-Limnology	19981998	Int Assoc Theoret & Appl LimnolInt Assoc Theoret & Appl Limnol	Dublin, IRELANDDublin, IRELAND	0	0	0	0	0	0			0368-0770		978-3-510-54055-6	WOS:000287228100019		
J	Casas, C; Blom, HH; Cros, RM								Schistidium occidentale from the Sierra Nevada (Spain), new to the European bryophyte flora								JOURNAL OF BRYOLOGY				23				301	304					2001	2001										7	0	1	6	0	8			0373-6687			WOS:000173021800003		
J	Ortega, A; Esteve-Raventos, F								On the presence of Russula laccata in Sierra Nevada (Andalucia, southern Spain) and its taxonomic relationships with R. norvegica								MYCOTAXON				77				39	45					JAN-MAR 2001	2001										0	0	0	1	0	1			0093-4666			WOS:000167961400006		
J	Ortega, A; Esteve-Raventos, F								Contribution to the knowledge of Pezizales (Ascomycota) from Andalusia (Spain)								NOVA HEDWIGIA				72	3-4			429	439					2001	2001										1	0	0	1	0	1			0029-5035			WOS:000169242400011		
J	Gomez, A; Palacios, D; Ramos, M; Tanarro, LM; Schulte, L; Salvador, F				Ramos, Miguel/K-2230-2014; Tanarro, Luis Miguel/H-3381-2015; PALACIOS, DAVID/H-3737-2015	Ramos, Miguel/0000-0003-3648-6818; Tanarro, Luis Miguel/0000-0003-0871-7711; PALACIOS, DAVID/0000-0002-8289-0398			Location of permafrost in marginal regions: Corral del Veleta, Sierra Nevada, Spain								PERMAFROST AND PERIGLACIAL PROCESSES				12	1			93	110		10.1002/ppp.375			JAN-MAR 2001	2001						1st European Permafrost Conference1st European Permafrost Conference	MAR 26-28, 2001MAR 26-28, 2001	IPAIPA	ROME, ITALYROME, ITALY	21	0	0	5	0	22			1045-6740			WOS:000169287300009		
J	Stueben, Peter E.								[Description of a new Kyklioacalles species from south Spain - with a key to the species of the genus Kyklioacalles. (Col.: Curculionidae, Cryptorhynchinae).]				Beschreibung einer neuen Kyklioacalles-Art aus Suedspanien - mit einem Schluessel der Arten des Genus Kyklioacalles. (Col.: Curculionidae, Cryptorhynchinae).				Snudebiller				2				155	161					2001	2001										0	0	0	0	0	0			1439-4650			ZOOREC:ZOOR13700064414		
J	Tierno de Figueroa, J.M.; Luzon-Ortega, J.M.; Sanchez-Ortega, A.				Tierno de Figueroa, Jose Manuel/K-8143-2014	Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			Phenology of stoneflies (Insecta, Plecoptera) from Sierra Nevada (Granada, Spain).				Fenologia de los plecopteros (Insecta, Plecoptera) de Sierra Nevada (Granada, Espana).				Zoologica Baetica				12				49	70					2001	2001										0	0	0	0	0	0			1130-4251			ZOOREC:ZOOR13800053404		
J	Merz, B								Two new Tephritidae (Diptera) from the Western Palaearctic region								REVUE SUISSE DE ZOOLOGIE				107	4			883	892					DEC 2000	2000										0	0	0	1	0	1			0035-418X			WOS:000166394400012		
J	Salinas, MJ; Blanca, G; Romero, AT				SALINAS, MARIA-JACOBA/K-1193-2012; 	Salinas Bonillo, Maria Jacoba/0000-0001-6931-6677			Riparian vegetation and water chemistry in a basin under semiarid Mediterranean climate, Andarax River, Spain								ENVIRONMENTAL MANAGEMENT				26	5			539	552		10.1007/s002670010111			NOV 2000	2000										20	0	0	17	0	21			0364-152X			WOS:000089515300007	10982731	
J	Casas, JJ; Zamora-Munoz, C; Archila, F; Alba-Tercedor, J				Zamora-Munoz, Carmen/K-7050-2014; 	Zamora-Munoz, Carmen/0000-0002-3037-1529; Casas Jimenez, Jose Jesus/0000-0003-0928-0080			The effect of a headwater dam on the use of leaf bags by invertebrate communities								REGULATED RIVERS-RESEARCH & MANAGEMENT				16	6			577	591		10.1002/1099-1646(200011/12)16:6<577::AID-RRR587>3.3.CO;2-G			NOV-DEC 2000	2000										25	1	0	22	1	27			0886-9375			WOS:000165705000003		
J	Liu, ZL; Zhou, AY; Rodriguez, E								The mode identification and physical parameter determination of the delta Scuti star SAO 16394								ASTRONOMY & ASTROPHYSICS				362	3			1041	1045					OCT 2000	2000										1	1	0	0	0	1			0004-6361			WOS:000165455400030		
J	Fernandez-Gutierrez, A; Cruces-Blanco, C; Cortacero-Ramirez, S; Segura-Carretero, A				Segura Carretero, Antonio/B-6867-2014; Fernandez-Gutierrez, Alberto/M-8512-2014	Segura Carretero, Antonio/0000-0002-5564-5338; 			Sensitive determination of inorganic anions at trace levels in samples of snow water from Sierra Nevada (Granada, Spain) by capillary ion electrophoresis using calix[4]arene as selective modifier								CHROMATOGRAPHIA				52	7-8			413	417		10.1007/BF02535712			OCT 2000	2000										14	0	0	10	0	14			0009-5893			WOS:000165295100006		
J	Martinez, T				Martinez, Teodora/H-5362-2015	Martinez, Teodora/0000-0003-2289-3439			Diet selection by Spanish ibex in early summer in Sierra Nevada								ACTA THERIOLOGICA				45	3			335	346					SEP 2000	2000										10	0	0	9	0	11			0001-7051			WOS:000089831100004		
J	Garcia, D; Zamora, R; Hodar, JA; Gomez, JM; Castro, J				Garcia, Daniel/A-1236-2011; Castro, Jorge/M-1509-2014	Garcia, Daniel/0000-0002-7334-7836; Castro, Jorge/0000-0002-6362-2240			Yew (Taxus baccata L.) regeneration is facilitated by fleshy-fruited shrubs in Mediterranean environments								BIOLOGICAL CONSERVATION				95	1			31	38		10.1016/S0006-3207(00)00016-1			AUG 2000	2000										75	4	0	73	2	84			0006-3207			WOS:000087400400003		
J	del Rio, JS; Rojas, ARF; Herpe, G								Automatization of a multipurpose astronomical spectrograph								REVIEW OF SCIENTIFIC INSTRUMENTS				71	6			2598	2602		10.1063/1.1150655			JUN 2000	2000										1	0	0	0	0	1			0034-6748			WOS:000087348800055		
J	Martin, J.; Garcia-Barros, E.; Gurrea, P.; Lucianez, M. J.; Munguira, M. L.; Sanz, M. J.; Simon, J. C.								High endemism areas in the Iberian Peninsula								Belgian Journal of Entomology				2	1			47	57					12 May, 2000	2000										9	0	0	9	0	10			1374-5514			BIOSIS:PREV200200478127		
J	Deharveng, L.; Dalens, H.; Drugmand, D.; Simon-Benito, J. C.; da Gama, M. M.; Sousa, P.; Gers, C.; Bedos, A.								Endemism mapping and biodiversity conservation in western Europe: An Arthropod perspective								Belgian Journal of Entomology				2	1			59	75					12 May, 2000	2000										7	0	0	7	0	8			1374-5514			BIOSIS:PREV200200478128		
J	Dominguez Lozano, F.; Galicia Herbada, D.; Moreno Rivero, L.; Moreno Saiz, J. C.; Sainz Ollero, H.								Areas of high floristic endemism in Iberia and the Balearic islands: An approach to biodiversity conservation using narrow endemics								Belgian Journal of Entomology				2	1			171	185					12 May, 2000	2000										4	0	0	5	0	5			1374-5514			BIOSIS:PREV200200478138		
J	Gomez, JM; Zamora, R								Spatial variation in the selective scenarios of Hormathophylla spinosa (Cruciferae)								AMERICAN NATURALIST				155	5			657	668		10.1086/303353			MAY 2000	2000										78	2	0	77	2	80			0003-0147			WOS:000086995000007		
J	Rowlings, Matthew								An early morning in the Sierra Nevada, Spain.								Bulletin of the Amateur Entomologists' Society				59	429			47	49					April 2000	2000										0	0	0	0	0	0			0266-836X			ZOOREC:ZOOR13600074949		
J	Simon, M; Sanchez, S; Garcia, I				Garcia , Ines/A-4134-2015; Simon Torres, Mariano/H-2231-2015	Garcia , Ines/0000-0001-9037-9744; Simon Torres, Mariano/0000-0003-2623-1328			Soil-landscape evolution on a Mediterranean high mountain								CATENA				39	3			211	231		10.1016/S0341-8162(99)00088-0			APR 2000	2000										13	0	0	7	0	13			0341-8162			WOS:000086601600004		
J	Traugott-Olsen, E.								Variation in Elachista biatomella (Stainton, 1848). A review of the species-group, with description of four new species (Lepidoptera: Elachistidae).								SHILAP Revista de Lepidopterologia				28	109			63	90					30 de marzo 2000	2000										1	0	0	1	0	1			0300-5267			ZOOREC:ZOOR13600064031		
J	De Figueroa, JMT; Sanchez-Ortega, A				Tierno de Figueroa, Jose Manuel/K-8143-2014	Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			Imaginal feeding of twelve Nemouroidean stonefly species (Insecta, Plecoptera)								ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA				93	2			251	253		10.1603/0013-8746(2000)093[0251:IFOTNS]2.0.CO;2			MAR 2000	2000										17	0	0	12	0	17			0013-8746			WOS:000089631800011		
J	de Figueroa, Jose Manuel Tierno; Sanchez-Ortega, Antonino								Imaginal feeding of twelve Nemouroidean stonefly species (Insecta, Plecoptera)								Annals of the Entomological Society of America				93	2			251	253					March, 2000	2000										0	0	0	0	0	0			0013-8746			BIOSIS:PREV200100069753		
J	Tierno de Figueroa, Jose Manuel; Sanchez-Ortega, Antonino								Imaginal feeding of twelve nemouroidean stonefly species (Insecta, Plecoptera).								Annals of the Entomological Society of America				93	2			251	253					March 2000	2000										0	0	0	0	0	0			0013-8746			ZOOREC:ZOOR13600072545		
J	Lewis, CJ; Verges, J; Marzo, M				Verges, Jaume/D-3070-2011	Verges, Jaume/0000-0002-4467-5291			High mountains in a zone of extended crust: Insights into the Neogene-Quaternary topographic development of northeastern Iberia								TECTONICS				19	1			86	102		10.1029/1999TC900056			FEB 2000	2000										35	0	0	1	0	35			0278-7407			WOS:000085315400005		
S	Brunswig, W; Sievers, A; Thum, C; Wild, W						Kibrick, RL; Wallander, A		Remote observing with the 30m radiotelescope								ADVANCED GLOBAL COMMUNICATIONS TECHNOLOGIES FOR ASTRONOMY		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		4011				84	92		10.1117/12.387216			2000	2000						Conference on Advanced Global Communications Technologies for AstronomyConference on Advanced Global Communications Technologies for Astronomy	MAR   31, 2000MAR   31, 2000	SPIE; European SO Observ; DFM Engn IncSPIE; European SO Observ; DFM Engn Inc	MUNICH, GERMANYMUNICH, GERMANY	1	0	0	0	0	1			0277-786X		0-8194-3636-4	WOS:000088763500010		
J	Dathe, Holger H.								Studies on the systematics and taxonomy of the genus Hylaeus F. (3) (Apidae, Colletinae). A revision of the Hylaeus nivalis group in Europe, and the identity of additional Western Palaeartic species								Beitraege zur Entomologie				50	1			151	174					2000	2000										1	0	0	5	0	5			0005-805X			BIOSIS:PREV200000237518		
S	Bocio, I.; Lorite, J.; Navarro, F. B.; Valle, F.				Lorite, Juan/F-4690-2011	Lorite, Juan/0000-0003-4617-8069	Gehu, Jean-Marie		[Application of phytosociology in the restoration of fire-affected zones. An example in Sierra Nevada (southeast Spain).]				Aplicacion de la fitosociologia a la restauracion de la vegetacion en zonas incendiadas; un ejemplo en Sierra Nevada (S.E. Espana).				[Data of the sigmatist (Braun-Blanquet) phytosociology. Structure, management, use.]		Colloques Phytosociologiques		Volume 27				979	997					2000	2000						Second Conference of the Federation Internationale de Phytosociologie (F.I.P.) "Data of the sigmatist (Braun-Blanquet) phytosociology. Structure, management, use."Second Conference of the Federation Internationale de Phytosociologie (F.I.P.) "Data of the sigmatist (Braun-Blanquet) phytosociology. Structure, management, use."	October 25-29, 1997October 25-29, 1997	Federation Internationale de Phytosociologie (F.I.P.)Federation Internationale de Phytosociologie (F.I.P.)	Bailleul, Nord, FranceBailleul, Nord, France	0	0	0	0	0	0			1430-0540		3-443-70015-2 (cloth)	BIOSIS:PREV200300501982		
J	Gomez, JM; Zamora, R								Differential impact of vertebrate and invertebrate herbivores on the reproductive output of Hormathophylla spinosa								ECOSCIENCE				7	3			299	306					2000	2000										12	0	0	13	0	13			1195-6860			WOS:000088908900006		
J	Real, M; Rieradevall, M; Prat, N								Chironomus species (Diptera : Chironomidae) in the profundal benthos of Spanish reservoirs and lakes: factors affecting distribution patterns								FRESHWATER BIOLOGY				43	1			1	18		10.1046/j.1365-2427.2000.00508.x			JAN 2000	2000										23	2	0	22	1	27			0046-5070			WOS:000085242000001		
S	Villar-Argaiz, M; Sanchez, JMM; Cruz-Pizarro, L; Carrillo, P				Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015	Medina-Sanchez, Juan Manuel/0000-0003-0991-9331; 	Williams, WD		Life history implications of calanoid Mixodiaptomus laciniatus in C : N : P stoichiometry								INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY, VOL 27, PT 1, PROCEEDINGS		INTERNATIONAL ASSOCIATION OF THEORETICAL AND APPLIED LIMNOLOGY - PROCEEDINGS		27				527	531					2000	2000						27th Congress of the International-Association-of-Theoretical-and-Applied-Limnology27th Congress of the International-Association-of-Theoretical-and-Applied-Limnology	19981998	Int Assoc Theoret & Appl LimnolInt Assoc Theoret & Appl Limnol	DUBLIN, IRELANDDUBLIN, IRELAND	0	0	0	0	0	0			0368-0770		3-510-54052-2	WOS:000089402700090		
J	Perez Martinez, Carmen; Barea Arco, Jose				Perez-Martinez, Carmen/K-1219-2014	Perez-Martinez, Carmen/0000-0001-8777-4487			[Relation between host size and infection intensity of an algal epibiont.]				Relacion entre el tamano del hospedador y la intensidad de infeccion de un alga epibionte.				Limnetica				19				193	198					2000	2000										2	0	0	2	1	2			0213-8409			ZOOREC:ZOOR13800019163		
J	Pena Santiago, Reyes; Abolafia, Joaquin								Nematodes of the order Dorylaimida from Andalucia Oriental, Spain. The genus Mesodorylaimus Andrassy, 1959. V. Two new species close to M. bastiani with a compendium of its relatives.								Nematology				2	6			655	668					2000	2000										1	0	0	1	0	1			1388-5545			ZOOREC:ZOOR13700026900		
J	Avila, Jose M.; Romero-Alcaraz, Eduardo								[Aphodius (Loraspis) frater Mulsant and Rey, 1870 present in the south of Spain (Coleoptera, Scarabaeoidea, Aphodiidae)]				Sobre la presencia de Aphodius (Loraspis) frater Mulsant and Rey, 1870 en el sur de la Peninsula Iberica (Coleoptera, Scarabaeoidea, Aphodiidae)				Nouvelle Revue d'Entomologie				17	1			67	68					Janvier-Mars, 2000	2000										0	0	0	0	0	0			0374-9797			BIOSIS:PREV200100111479		
J	Rieradevall, M.; Prat, N.								[The zoobenthos of lakes and aquatic areas of the high mountains of the Iberian Peninsula and their value as indicators of environmental changes.]				El zoobentos en los lagos y lagunas de alta montana de la Peninsula Iberica y su interes como indicadores de cambios ambientales.				Universidad Autonoma de Madrid Coleccion de Estudios				63				187	200					2000	2000										0	0	0	0	0	0			1577-1806			ZOOREC:ZOOR13600083745		
J	Fery, H.								Revision of a part of the memnonius-group of Hydroporus CLAIRVILLE, 1806 (Insecta: Coleoptera: Dytiscidae) with the description of nine new taxa, and notes on other species of the genus								Annalen des Naturhistorischen Museums in Wien Serie B Botanik und Zoologie				101				217	269					Dec., 1999	1999										12	0	0	18	0	19			0255-0105			BIOSIS:PREV200000293820		
J	Fernandez-Escudero, I; Tinaut, A								Factors determining nest distribution in the high-mountain ant Proformica longiseta (Hymenoptera Formicidae)								ETHOLOGY ECOLOGY & EVOLUTION				11	4			325	338					DEC 1999	1999										14	1	0	13	0	15			0394-9370	1828-7131		WOS:000084594700002		
J	Matthews, KR; Pope, KL				Matthews, Kathleen/G-8773-2012				A telemetric study of the movement patterns and habitat use of Rana muscosa, the mountain yellow-legged frog, in a high-elevation basin in Kings Canyon National Park, California								JOURNAL OF HERPETOLOGY				33	4			615	624		10.2307/1565578			DEC 1999	1999										45	1	0	40	0	48			0022-1511			WOS:000084139200012		
J	Perez, JM; Granados, JE; Gonzalez, FJ; Ruiz-Martinez, I; Soriguer, RC				Soriguer, Ramon/J-1494-2014; CSIC, EBD Donana/C-4157-2011	Soriguer, Ramon/0000-0002-9165-7766; CSIC, EBD Donana/0000-0003-4318-6602			Hematologic parameters of the Spanish ibex (Capra pyrenaica)								JOURNAL OF ZOO AND WILDLIFE MEDICINE				30	4			550	554					DEC 1999	1999										15	0	0	15	0	15			1042-7260			WOS:000085774100014	10749444	
