"author"
"KIRKBY SJ"
"Kiaeerad F."
"Khakbaz Behnaz"
"Kettner Albert J."
"Kelly Maggi"
"Keller Edward A."
"Keller E. A."
"Kefauver Shawn C."
"Kasten Rickie W."
"Kaplan Jed O."
"Kallies Axel"
"Kadereit Joachim W."
"Jutzeler David"
"Julio Luis F."
"Juarez-Jimenez B."
"Juan de Sanjose-Blasco Jose"
"Juan de Sanjose Jose"
"Jowers Michael J."
"Jose Soler Juan"
"Jose Polo Maria"
"Jose Guerrero Juan"
"Jose Gonzalez Francisco"
"Jose Bullejos Francisco"
"Jolivet L."
"Johnson Dale W."
"Johnson C."
"John Dave"
"Joaquin Ceron Jose"
"Joachim Jean"
"Joachim J."
"JIMENEZGOMEZ F."
"Jimenez-Peralvarez Jorge"
"Jimenez-Peralvarez J. D."
"Jimenez-Moreno Gonzalo"
"Jimenez-Moreno G."
"Jimenez-Guirado D"
"Jimenez-Gomez Francisco"
"Jimenez-Espejo F. J."
"Jimenez-Alfaro Borja"
"Jimenez Olivencia Yolanda"
"Jimenez ML"
"Jimenez Millan F."
"Jimenez Mejias Pedro"
"Jimenez M."
"Jimenez Laura"
"Jimenez Guirado D."
"Jimenez Gonzalez J."
"JIMENEZ F."
"Jimenez Espejo Francisco J."
"Jimenez E."
"Jeyakumar S."
"Jesus Perez-Luque Antonio"
"Jesus Munoz-Pajares A."
"Jesus Mendoza-Fernandez Antonio"
"Jesus Mendoza Antonio"
"Jesus Lopez-Rodriguez Manuel"
"Jesus Guerrero Jose"
"Jerome CA"
"Jensen Henning Skovgaard"
"Jenkins TM"
"Jelinek M."
"Jeekel C. A. W."
"Jeanne C."
"Jay-Robert Pierre"
"Javier Zamora-Camacho Francisco"
"Javier Valdes Francisco"
"Javier Perez-Garcia Francisco"
"Javier Cano-Manuel Francisco"
"Javier Bonet-Garcia Francisco"
"Javier Bonet Francisco"
"Javier Batlles Francisco"
"Jacoba Salinas M."
"Jabaloy-Sanchez Antonio"
"Jabaloy-Sanchez A."
"Jabaloy Antonio"
"JABALOY A."
"Jabaloy A."
"Ivkovic Marija"
"Israelevich P."
"Isabel Martinez-Nieto Maria"
"Irurita J. M."
"Irigaray Clemente"
"Irigaray C."
"Iniesta-Arandia Irene"
"Ingelmo Martin J."
"Imam Bisher"
"Illana C."
"Iles Alastair"
"Ignacio Querejeta Jose"
"IGNACIO FE"
"Iglesias Xavier"
"Ibanez-Alamo Juan D."
"Ibanez Salvador"
"Ibanez J. Miguel"
"Ibanez Caries"
"Hynynen Esa"
"Hynes Meagan M."
"Hurford AJ"
"Huete-Morales Maria-Dolores"
"Huertegn Jochen"
"Huertas F."
"Huemer Peter"
"Hueli LE"
"Hsu Kuo-Lin"
"Horvath H."
"Hortal Joaquin"
"Hooper Andrew J."
"Honrubia M."
"Holzman Barbara"
"Holzinger Werner E."
"Holzel H."
"Holyoak D. T."
"Hoham R. W."
"Hoey T. B."
"Hodar Jose Antonio"
"Hodar Jose A."
"Hodar JA"
"Ho Winnie W."
"Hinz W."
"Hines Ellen"
"Hidalgo Triana N."
"Hervas J."
"Herrero Javier"
"Herrero J."
"Herrero Asier"
"Herrera-Grao T."
"Herrera G."
"Herranz Miguel"
"Herpe G."
"Hernandez-Bermejo JE"
"Hernandez-Bermejo J. Esteban"
"Hernandez Ruiz J."
"Hernandez Ma Angeles"
"Hernandez MA"
"Hernandez J. A."
"Hernandez Francisco J."
"Hernandez Bermejo J. E."
"Heras P."
"Herail G."
"Henry Jean-Paul"
"Henkel Arthur"
"Henares Ignacio Luis"
"Helbling E. W."
"HEIN H."
"Hefetz Abraham"
"Hefetz A."
"Harz K."
"Hartman Robert"
"Harbury N."
"Hanssen Ramon F."
"Hansen Hans Christian Bruun"
"Hahn Thomas P."
"Haeseler V."
"Haenni Jean-Paul"
"Haenni J-P"
"Haeder Donat-P"
"Hader DP"
"Hacker Hermann"
"HACHALI PF"
"Gyllenstrand N."
"Gutierrez-Soto J."
"Gutierrez-Corchero Francisco"
"Gutierrez-Corchero F."
"Gutierrez-Canovas C."
"Gutierrez Soto Juan"
"Gutierrez PJ"
"Gutierrez Larena Belen"
"Gutierrez Larena B."
"Gutierrez Jose E."
"Gutierrez Emilia"
"GUTIERREZ CO"
"Gusenleitner J."
"Gurrea P."
"Gunther A."
"Gunnell Yanni"
"Gullen PF"
"Gulla Giovanni"
"Guisasola I."
"Guerrero Rascado Juan Luis"
"Guerrero J. J."
"Guerrero Francisco"
"Guerrero Campo Jose J."
"Guerra J."
"Guareschi S."
"Gruetzner Christoph"
"Grimalt J."
"GREVE A."
"Gregor Frantisek"
"Grayson Donald K."
"Gray Andrew N."
"Grandados Jose Enrique"
"Granados Jose-Enrique"
"Granados Jose Enrique"
"Granados Jose E."
"GRANADOS JE"
"Granados JE"
"Granados J. E."
"Granados J. -E"
"GOZMANY LA"
"Gortazar Christian"
"Gorosabel J."
"Gorokhova Elena"
"GONZALEZLODEIRO F."
"GonzalezLodeiro F."
"Gonzalez-Samperiz Penelope"
"Gonzalez-Perez M. A."
"Gonzalez-Megias Adela"
"Gonzalez-Megias A."
"Gonzalez-Lopez J."
"Gonzalez-Lodeiro F."
"Gonzalez-Gonzalez E. A."
"Gonzalez-Garcia M."
"Gonzalez-Coloma Azucena"
"Gonzalez-Candela M."
"Gonzalez-Bulnes A."
"Gonzalez Portero Adriana"
"Gonzalez Moline A. L."
"Gonzalez marcos A."
"Gonzalez MA"
"Gonzalez M. A."
"Gonzalez Jose M."
"Gonzalez Georges"
"Gonzalez G."
"Gonzalez Francisco J."
"Gonzalez FJ"
"Gonzalez Coloma Azucena"
"Goni Maria Fernanda Sanchez"
"Gompert Zachariah"
"Gomez-Zurita Jesus"
"Gomez-Villamandos JC"
"Gomez-Pugnaire MT"
"Gomez-Pugnaire Maria Teresa"
"Gomez-Pugnaire M. T."
"Gomez-Ortiz Antonio"
"Gomez-Ortiz A."
"Gomez-Gutierrez Alvaro"
"Gomez-Espinosa Catalina"
"Gomez-Bustillo M R"
"Gomez-Brunet A."
"Gomez-Aparicio Lorena"
"Gomez-Aparicio L."
"Gomez Sanchez R."
"Gomez Pozo B."
"Gomez Ortiz Antonio"
"Gomez Ortiz A."
"Gomez Lorena"
"Gomez Jose Maria"
"Gomez Jose Maraa"
"Gomez Jose M."
"GOMEZ JM"
"Gomez JM"
"Gomez J. M."
"Gomez Francisco"
"Gomez Fontalva J. M."
"Gomez A."
"Gomariz Cerezo G."
"Goffe B."
"Godino Alfonso"
"Gisbert J."
"Giralt Santiago"
"Giosan Liviu"
"Giordano Guido"
"Gimenez Elena"
"Gimenez Cristina"
"Gilot B."
"Gilgado Jose D."
"Gil-T. Felipe"
"Gil-Sotres F."
"Gil-Sanchez JM"
"Gil-Romera Graciela"
"Gil-Crespo PP"
"Gil-Crespo P. P."
"Gil Luis"
"Gil Jose Maria"
"Gil Jimenez Yolanda"
"Gil J. A."
"Gil de Carrasco Carlos"
"Gil Antonio J."
"Gil Antonio"
"Gil AJ"
"Gil A. J."
"Giaconia F."
"Ghezzi Lorenzo"
"Gessner Mark O."
"Gervais C."
"Geraldes Miguel"
"Genilloud Olga"
"Gavilan Rosario G."
"Gaston J."
"Gaston Fco Javier"
"Garzon Gutierrez J."
"Garrido-Garcia Jose A."
"Garrido-Garcia J. A."
"Garrido-Becerra Juan Antonio"
"Garrido-Becerra J. A."
"Garrido Jose Antonio"
"Garrido Jesus"
"Garrido J. A."
"Garrido CJ"
"Garrido Carlos J."
"Garre M."
"Garnier Olivier"
"Garner James D."
"Garilleti Ricardo"
"GARCIAFERNANDEZ P."
"GarciaDuenas V."
"Garcia-Tortosa F. J."
"Garcia-Segura F."
"Garcia-Salamanca Adela"
"Garcia-Ruiz Jose M."
"Garcia-Rojas J."
"Garcia-Prieto Eduardo"
"Garcia-Nieto Ana P."
"Garcia-Mayordomo J."
"Garcia-Lopez S."
"Garcia-Lopez Marina"
"Garcia-Llorente Marina"
"Garcia-Jurado Fatima"
"Garcia-Gonzalo Jordi"
"Garcia-Fernandez P."
"Garcia-Duenas V."
"Garcia-Comas M."
"Garcia-Barros E."
"Garcia-Baquero Maria J."
"Garcia-Aviles Javier"
"Garcia-Armenteros J. A."
"Garcia-Alix Antonio"
"Garcia-Alix A."
"Garcia Y."
"Garcia Tejero Ivan"
"Garcia Sanjuan L."
"Garcia P. A."
"Garcia Millan Virginia"
"Garcia M."
"GARCIA JM"
"Garcia I."
"Garcia Hector"
"Garcia G."
"Garcia D."
"GARCIA CM"
"Garcia Antonio L."
"Garcia Antonio J."
"Garcia Alfonso E."
"Garcia AF"
"Garcia A."
"Ganor E."
"Gangl M."
"Gamiz E."
"Gamisans J."
"Galve J. P."
"Galotti Andrea"
"GALINDOZALDIVAR J."
"Galindo-Zaldivar Jesus"
"Galindo-Zaldivar J."
"Galindo P. Perez"
"Galicia Herbada D."
"Galiano L."
"Galian J."
"Galeano Javier"
"Gale Carlos"
"Galan G."
"G-Toth L."
"Furne Miriam"
"Fuertes Javier"
"Fuertes Esther"
"Fuertes E."
"Fuertes Aguilar Javier"
"Fuertes Aguilar J."
"Fuentes Carretero Julian Manuel"
"Freudenthal Matthijs"
"Fresneda Xavier"
"Fresneda J."
"Fremier Alexander K."
"Francke W."
"Francisco Mota Juan"
"Francia Martinez Jose Ramon"
"Francia Martinez Jose R."
"Franch FS"
"Frances Miguel"
"Frances Felix"
"FRAHM JP"
"Fornieles-Callejon J."
"Forister Matthew L."
"Fordyce James A."
"Ford BA"
"Fontana Anne-Laure"
"Fonseca Carlos"
"Foley Patrick"
"Foley Janet E."
"Foerster Michael"
"Foerschler Marc I."
"Fletcher William J."
"Fitzgerald Paul G."
"Fisher M. C."
"Finn Debra S."
"Finkel Robert C."
"Figueroa Felix L."
"Fifield L. K."
"Fickenscher Peter"
"Fickel Joerns"
"Fery H."
"FERSHTATER GB"
"Ferrol Nuria"
"Ferroglio E."
"Ferre L."
"Ferraty F."
"FERNANDEZPIQUERAS J."
"Fernandez-Zambrano Alejandra"
"Fernandez-Soler J. M."
"Fernandez-Rubio Fidel"
"Fernandez-Rubio F"
"Fernandez-Ramos C."
"Fernandez-Ondono Emilia"
"Fernandez-Moreno D."
"Fernandez-Mazuecos M."
"Fernandez-Lopez Manuel"
"Fernandez-Gutierrez A."
"Fernandez-Gonzalez Antonio J."
"Fernandez-Fernandez E. M."
"Fernandez-Escudero Ignacio"
"Fernandez-Escudero I."
"Fernandez-Cardenete Juan R."
"Fernandez-Beaskoetxea S."
"Fernandez T."
"Fernandez Rubio F."
"Fernandez Prieto Jose Antonio"
"Fernandez Prieto J. Antonio"
"Fernandez Paz"
"Fernandez P."
"Fernandez Juande"
"Fernandez J. D."
"Fernandez J."
"FERNANDEZ I."
"Fernandez Garcia J."
"Fernandez Chacon Franzisca"
"Fernandez Carlos"
"Fernandez Calzado Maria Rosa"
"Fernandez Calzado Ma Rosa"
"Fernandez Calzado M. R."
"Fernandes Paulo M."
"Fernandes P. M."
"Feriche Belen"
"Ferhat G."
"Feraud G."
"Fenu Giuseppe"
"Fenice M."
"Fellers Gary M."
"Feliner Gonzalo Nieto"
"FELINER GN"
"Feliner GN"
"FAVARGER C."
"Farines Bernard"
"Fanes Trevino Ingrid"
"Fandos Paulino"
"Fandos P."
"Fabregat J."
"Eyer P. A."
"Extremera Montero F."
"Evers A. M. J."
"Esteve-Raventos F."
"Estelles V."
"Espinosa P."
"Espinosa Jose"
"Espigares Victor"
"Eskina T. G."
"Escudero Marcia"
"Escudero IF"
"ESCOS J."
"Escobes Jimenez Ruth"
"Escalera Javier"
"Errard Christine"
"Enrique Ruiz Jose"
"Enrique Granados Jose"
"Ennos RA"
"Enghoff Henrik"
"Encina L."
"Encarnacion Merlo Maria"
"Encarna Merlo Maria"
"EMLEN JM"
"Elisa Diaz Carmen"
"Eliecer Olarte Jorge"
"Elias T."
"El Mouden E. H."
"El Hamdouni Rachid"
"El Hamdouni R."
"Egea J. M."
"ECHEVARRIA F."
"Ebmer A. W."
"Duval E."
"Duval B."
"Duthou JL"
"Durrieu Guy"
"Duran Zuazo Victor Hugo"
"Duran Zuazo Victor H."
"Duran C."
"Duque C."
"Dufour C."
"Duenas VG"
"DOUGLAS TD"
"Douglas T."
"Doressoundiram A."
"Donazar Jose A."
"Donaire Teodosio"
"Donaire T."
"Donaire Francisco"
"Donaire D."
"DOMMERGUES JL"
"Dominguez Lozano F."
"Dolores Hernandez-Corbalan Maria"
"Ding Feng"
"Dimopoulos Panayotis"
"Diez-Banos Pablo"
"Diehl S."
"DiazSaez V."
"Diaz-Miguel M."
"Diaz-Azpiroz Manuel"
"DIAZ MDG"
"DIAZ MD"
"Diaz M."
"Diaz J. P."
"Diaz de la Guardia Consuelo"
"Diaz Carmen E."
"Diaz A. M."
"Diaz A."
"Di Rita Federico"
"Desjardin DL"
"Deshayes Michel"
"Descals Enrique"
"Descals E."
"Derka T."
"Dempster T. J."
"Delgado-Molina Jose A."
"Delgado-Molina J. A."
"Delgado-Huertas Antonio"
"Delgado-Capel Manuel J."
"Delgado R."
"Delgado Huertas Antonio"
"Delgado Huertas A."
"Delgado G."
"Delgado A."
"DELAROSA JD"
"DELAGUARDIA RD"
"Del-Moral-Avila Maria-Jose"
"del Rio JS"
"del Olmo A."
"Defaut Bernard"
"DECOCA PL"
"Debret Maxime"
"De Worms C. G. M."
"de Worms C. G. M."
"de Vicente Inmaculada"
"De Vicente I."
"de Sigoyer J."
"De Santis Angela"
"de Sanjose-Blasco Jose Juan"
"de Sanjose-Blasco J. J."
"De Sanjose J. J."
"de Pison E. Martinez"
"de Pedro Nuria"
"de Oliveira Jose Cerca"
"de Matias-Bejarano Javier"
"de Matias Javier"
"De Matias J."
"de Matias Bejarano Javier"
"de Magalhaes Rita M. Q."
"de los Angeles Lora Maria"
"de Lope Rebollo F."
"De Linares Concepcion"
"de Lara FCM"
"de Lacy MC"
"de Galdeano CS"
"de Galdeano Carlos Sanz"
"de Galdeano C. Sanz"
"de Galdeano C."
"De Freina Josef J."
"De Figueroa Jose Manuel Tierno"
"de Figueroa Jose Manuel Tierno"
"De Figueroa JMT"
"de Figueroa JMT"
"de Figueroa J. M. Tierno"
"de Dios Santander-Vela Juan"
"de Cabo X."
"De Bros Emmanuel"
"de Andres Nuria"
"de Albuquerque Fabio Suzart"
"Dawson Deborah A."
"Dathe Holger H."
"Das Adrian"
"Darras H."
"Danobeitia JJ"
"Dahlgren G."
"Daccordi M."
"Dacal-Rivas V."
"Da Silva SLR"
"da Silva Gladstone Alves"
"d'Hondt J. -P"
"Czeck Dyanna M."
"Cunniffe R."
"Cui Zhengtao"
"CUEVAS J."
"Cueto Miguel"
"Cueto M."
"Cuenca Rafaela"
"Cubero-Pablo M. J."
"Cuadros Tavira Simon"
"CRUZPIZARRO L."
"CruzPizarro L."
"Cruz-Sanjulian J. J."
"Cruz-Pizarro Luis"
"Cruz-Pizarro L."
"Cruces-Blanco C."
"Cros Rosa M."
"Cros RM"
"Cros R. M."
"Critelli Salvatore"
"Critelli S."
"CRITCHLEY RW"
"Critchley D."
"CRESPOBLANC A."
"CrespoBlanc A."
"Crespo-Blanc A."
"Crespo F."
"Cowman Deborah"
"Couto Sergio"
"Costillo Luis P."
"Costello Michael J."
"Costa V."
"Cosgrove Brian"
"Cortacero-Ramirez S."
"CORRETGE LG"
"Coron Laurent"
"Cornelius Jamie M."
"Corfu F."
"Corbane Christina"
"Cope Florence"
"Cooper SD"
"Connolly Sara G."
"Connolly JAD"
"Conde-Porcuna Jose M."
"Conde-Porcuna JM"
"Conde-Porcuna J. M."
"Comes Hans Peter"
"Comes Hans P."
"Comas Gonzalez Augusto"
"Colomer Manuel"
"Colombetti Giuliano"
"Colombetti G."
"Coccia Gabriele"
"Cobos Guillermo"
"Cobo-Diaz Jose F."
"Cluck P."
"Cleve Casey"
"Clemente Munoz M."
"Clement R."
"Clemencia Amaya Gloria"
"Clausen JV"
"Clark S. J. P."
"CLARET A."
"Claret A."
"Cires Eduardo"
"Chueca F. E."
"Chomel Bruno B."
"Chirosa M."
"Chemineau P."
"Chadwick OA"
"Chacon Jose"
"Chacon J."
"Chacon Eva"
"Cesare Bernardo"
"Cerda X."
"Cepak Vladislav"
"Cebolla Lozano C."
"Cautain Bastien"
"Catry F. X."
"Catalan J."
"Castro-Tirado A. J."
"Castro Mariana"
"Castro Leopoldo"
"Castro Jorge"
"Castro J."
"CASTRO A."
"Castillo PS"
"CASTILLO P."
"Castillo Antonio"
"Castillo A."
"Cassinello Jorge"
"Casimiro Soriguer Ramon"
"CASAS JJ"
"Casas JJ"
"Casas Jimenez J. J."
"Casas Jimenez J."
"Casas Jesus"
"Casas J. Jesus"
"Casas J. J."
"Casas Creu"
"Casas C."
"Casares Porcel M."
"CASARES M."
"Casares M."
"Casanova V."
"Casamayor EO"
"Casajus N."
"Casado Carmen"
"Cas Raymond A. F."
"Carvalho Joao"
"Carvajal R."
"Carro Francisco"
"Carrion Jose S."
"Carrion J. S."
"Carrillo R."
"Carrillo Presentacion"
"CARRILLO P."
"Carrillo P."
"Carretier S."
"Carrasco L."
"Carrasco Antonio"
"Caro Jesus"
"Carnell Ky"
"Carmona Cristina"
"Carlsen Tor"
"Carinanos Paloma"
"Carbonell R."
"Cano-Manuel Francisco-Javier"
"Cano-Manuel Francisco Javier"
"Cano-Manuel Francisco J."
"Cano-Manuel F. J."
"Cano Villegas Francisco J."
"Cano MJ"
"Cano M. J."
"Cano Javier"
"Canadas Eva M."
"Canada J."
"Campos Francisco"
"Campos F."
"Camino-Sanchez F. J."
"Camero-Arranz A."
"Camero A."
"Camarero L."
"Camarero J. Julio"
"Camacho Olmedo M. T."
"Camacho Munoz I."
"CAMACHO JPM"
"Camacho JPM"
"Camacho J. P. M."
"Camacho I."
"CALVOFLORES RD"
"CALVOFLORES GD"
"Calvo Francisco"
"Calvet Marc"
"Calvache ML"
"Calvache M. L."
"Calle Martinez D."
"Calle J. A."
"Calle J."
"Calderon Carmen"
"Calatayud L."
"Calatayud J."
"Calaburg G."
"Cadenas Rafael"
"Cachorro V."
"Cacas J. J."
"CABRERO J."
"Cabrero J."
"Cabrera Raimundo"
"Cabo Torres J."
"Caballero-Garcia M."
"Caballero Calvo Andres"
"Butturini A."
"Butin Gilles"
"Bursakov Sergey A."
"Buron Daniel"
"Burillo Jesus"
"Burillo Alquezar Jesus"
"Bullejos-Carrillo F. J."
"Bullejos M."
"Bullejos Francisco J."
"Bullejos F. J."
"Bullejos F."
"Buitron-Sanchez Blanca E."
"Bueno Alvaro"
"Buendia A. G."
"Buck Oliver"
"BUCHAR J."
"Brunswig Walter"
"Brunswig W."
"Bruno Navarro Francisco"
"Brullo S."
"Brugues Montserrat"
"Brugues M."
"Brown S."
"Brophy JJ"
"Brochmann Christian"
"Bravo A."
"Braga JC"
"Braga J. C."
"Boyero L."
"Bourgois J."
"Boucher Catherine"
"Boucher C."
"Botosaneanu L."
"Boto L."
"Botequim Brigite"
"Bosch Jordi"
"Bosch J. L."
"Bosch J."
"Bosch i Moner L."
"Bortolotti Yves"
"Borrelli Luigi"
"Borque MJ"
"Borges Jose G."
"Booth-Rea G."
"Bonomi Jose"
"Bonet-Garcia Francisco J."
"Bonet-Garcia F. J."
"Bonet Garcia Francisco Javier"
"Bonet Francisco Javier"
"Bonet Francisco J."
"Bonada N."
"Bohn Horst"
"Boettinger JL"
"Boettinger Janis L."
"Bocio I."
"Blom HH"
"Blanco-Pastor J. L."
"Blanco-Garrido F."
"Blanco Silvia"
"Blanco MW"
"Blanca G."
"Blanc R."
"Bishop Paul"
"Bishop P."
"Bills Gerald F."
"Biedermann W."
"Bickham John"
"Bibina K. V."
"Bibier Olivier"
"Biber Jani Leyla"
"Betti G."
"Bernal S."
"Bermudez Ruiz P."
"Bermejo-Orantes F. J."
"Berenguer-Sempere Fernando"
"Berenguer F."
"Berea Jose-Miguel"
"Berdie L."
"BenSbih Y."
"BENOT C."
"Benoit F."
"Benito Blas M."
"Benito Blas"
"Benito Bias M."
"Benitez R."
"Benitez G."
"Bengtsson Bengt A."
"Benavente J."
"Benavente Herrera Jose"
"Bellucci G."
"Bello C. L."
"Bellin S."
"Belen Herrador M."
"Beklen E."
"Behrangi Ali"
"Behr W. M."
"Beck H."
"Bech J."
"Beaucournu J. C."
"Beaucournu J. -C"
"Beaucournu J-C"
"BEA F."
"BAYET C."
"BAUDIERE A."
"Baudiere A."
"Bats Michel"
"Batllori Enric"
"Batlles J."
"Batlles F. J."
"Bastos Luisa C."
"Bastazo G."
"Baselga Andres"
"Basaguren Ana"
"Barrows T. T."
"Barrero Anna"
"Barrero Alejandro F."
"Barranco Pablo"
"BARRANCO P."
"Barea-Arco Jose"
"Barea-Arco J."
"Barea Miguel"
"Barea Jose-Miguel"
"Barea Arco Jose"
"Barbero Luis"
"Baraza Elena"
"Baraza E."
"Barahona Fernandez E."
"Baltanas Angel"
"Balseiro E. G."
"Ballesteros O."
"Ballesteros Miguel"
"BALLESTA M."
"Baldwin Suzanne L."
"Baldizzone G."
"Baldini Lisa M."
"Baldini James U. L."
"Balanya JC"
"Balanya J. C."
"Bailen Maria"
"Bahrami Shahram"
"Bagne Karen E."
"Baena Manuel"
"Bacchetta Gianluigi"
"Babault Julien"
"BAARS JWM"
"Azzouz M."
"Azor Jairo S."
"Azor Antonio"
"Azor A."
"Azevedo MR"
"Azcon-Aguilar Concepcion"
"Azanon JM"
"Azanon J. M."
"Ayala S."
"Aviles Manuel"
"Avila Sanchez-Jofre J. M."
"Avila Jose M."
"Avila J. M."
"Avila E."
"Aushev V. M."
"Augier R."
"Atkinson-Gordo Alan D. J."
"Atkinson Gordo Alan"
"Atkinson A. D. J."
"Assing Volker"
"Asselbergs J. E. F."
"Aspizua Rut"
"Ashton Andrew"
"Arteaga Jesus F."
"Arteaga Buron Pilar"
"Arroyo Nombela J. J."
"Arribas J."
"Arranz Enrique"
"Arostegui Inmaculada"
"Aron S."
"Armenteros Juan A."
"Armenteros Anna"
"Armas Cristina"
"Arista M."
"Arillo A."
"Arias Maria Sol"
"Arias J."
"Ari Noriega Jorge"
"Arenillas Miguel"
"Arenberger E."
"Archila F."
"Arcenegui Patricia"
"Arboleya Maria-Luisa"
"Araujo Rafael"
"Aranda V."
"Aranda Jimenez G."
"Aranbarri Josu K."
"Arabaci M. Ozbey"
"Aparicio Beatriz"
"Antunes I. M. H. R."
"Antonio Hodar Jose"
"Antonio Garrido-Becerra Juan"
"Antonio Delgado-Molina Jose"
"Antonio Algarra Jose"
"Antoci V."
"Anichtchenko Alexandre"
"Angelica Taisma Maria"
"Angeles Revilla M."
"Angeler DG"
"Andres Enrique Ortiz"
"Andreo Bartolome"
"Andreassian Vazken"
"Andrade L."
"Anderson R. Scott"
"Anderson R. S."
"Anderson M. Kat"
"Anderson Eric"
"Andersen Frede Ostergaard"
"Amate JJ"
"Alvarez-Valero AM"
"Alvarez-Ruiz Lola"
"Alvarez-Ortega Sergio"
"Alvarez Miguel"
"Alpert P."
"Alonso-Zarza A. M."
"Alonso-Chaves FM"
"Almazan-Vazquez Emilio"
"Allen Craig D."
"Algarra Jose Antonio"
"Alfaro Pedro"
"Alfaro P."
"Alcorlo Paloma"
"Alcicek M. Cihat"
"Alcicek Huelya"
"Alcaraz F."
"Alcantara-Ayala I."
"Alcantara A."
"Alberto Padron-Navarta Jose"
"ALBATERCEDOR J."
"Alba-Tercedor Javier"
"Alba-Tercedor J."
"Alba-Tercedor J"
"Alba-Sanchez Francisca"
"Alba Tercedor J."
"Alasaad Samer"
"Alasaad S."
"AlAlwani G."
"Alados-Arboledas Lucas"
"Alados-Arboledas L."
"ALADOS CL"
"Aguilera Pedro A."
"Aguilar Ruiz J."
"Aguilar Rivas S."
"Aguilar JF"
"Aguilar Javier Fuertes"
"Aguilar J."
"Aguilar Cristina"
"Aguilar C."
"Afonina Olga M."
"Adjemian Michael K."
"Adjemian Jennifer Zipser"
"Adhikari Mahesh K."
"Adams RP"
"Acosta RM"
"Acosta M. J."
"Acon Margarita"
"Acon M."
"Achotegui-Castells Ander"
"Acevedo Pelayo"
"Acevedo J."
"Acevedo F."
"Aceituno Francisco J."
"Abolafia Joaquin"
"Abellan P."
"Abdelaziz Mohamed"
"Abbott Richard J."
"Abalos Xavier"
"Abaigar T."
"[Anonymous]"
""
