Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA SCI POL-HORTORU;1644-0692;240;0.552;0.501;0.074;81;3.1;0.00056;0.092
AM J ENOL VITICULT;0002-9254;4684;1.388;1.822;0.233;60;>10.0;0.00261;0.497
AUST J GRAPE WINE R;1322-7130;1669;1.816;2.779;0.255;55;8.7;0.00253;0.749
BIOL AGRIC HORTIC;0144-8765;274;0.681;0.605;0.077;26;>10.0;0.00019;0.156
ERWERBS-OBSTBAU;0014-0309;71;0.250;0.324;0.267;15;;0.00010;0.084
EUPHYTICA;0014-2336;8514;1.385;1.726;0.275;211;>10.0;0.00814;0.426
EUR J HORTIC SCI;1611-4426;191;0.302;0.533;0.024;42;6.2;0.00039;0.144
EUR J PLANT PATHOL;0929-1873;4236;1.490;1.649;0.294;218;7.8;0.00675;0.450
FRUITS;0248-1294;458;0.883;0.904;0.077;39;9.0;0.00054;0.183
HORTIC BRAS;0102-0536;953;0.335;0.604;0.012;82;8.1;0.00118;0.147
HORTIC ENVIRON BIOTE;2211-3452;261;0.725;;0.027;74;3.4;0.00077;
HORTIC SCI;0862-867X;234;0.586;0.675;0.038;26;7.9;0.00034;0.173
HORTSCIENCE;0018-5345;6976;0.902;1.090;0.167;210;>10.0;0.00582;0.266
HORTTECHNOLOGY;1063-0198;1336;0.681;0.712;0.127;102;9.1;0.00193;0.194
INDIAN J HORTIC;0972-8538;323;0.134;0.180;0.000;120;9.1;0.00045;0.050
J AM POMOL SOC;1527-3741;139;0.382;0.378;0.120;25;7.7;0.00016;0.080
J AM SOC HORTIC SCI;0003-1062;5001;1.276;1.471;0.189;74;>10.0;0.00175;0.353
J HORTIC SCI BIOTECH;1462-0316;2170;0.541;0.641;0.097;103;>10.0;0.00134;0.149
J INT SCI VIGNE VIN;1151-0285;333;0.625;0.944;0.000;30;7.8;0.00048;0.242
J JPN SOC HORTIC SCI;1882-3351;975;0.744;0.741;0.211;38;>10.0;0.00069;0.164
J PROF ASSOC CACTUS;1938-663X;57;0.300;0.350;0.000;4;;0.00005;0.087
KOREAN J HORTIC SCI;1226-8763;314;0.339;0.351;0.026;115;4.6;0.00039;0.043
MITT KLOSTERNEUBURG;0007-5922;67;0.045;0.077;0.188;16;;0.00007;0.014
MOL BREEDING;1380-3743;3796;2.246;2.570;0.395;253;5.9;0.00684;0.611
NEW ZEAL J CROP HORT;0114-0671;450;0.605;0.547;0.074;27;>10.0;0.00035;0.160
POSTHARVEST BIOL TEC;0925-5214;7205;2.223;2.845;0.551;185;7.7;0.00813;0.615
PROPAG ORNAM PLANTS;1311-9109;119;0.346;0.411;0.083;24;5.5;0.00016;0.065
REV BRAS FRUTIC;0100-2945;1195;0.414;0.555;0.019;162;6.8;0.00179;0.126
SCI HORTIC-AMSTERDAM;0304-4238;8076;1.365;1.785;0.186;517;6.7;0.01312;0.406
SEED SCI TECHNOL;0251-0952;1055;0.480;0.543;0.044;45;>10.0;0.00071;0.131
THEOR APPL GENET;0040-5752;20524;3.790;3.986;0.749;203;>10.0;0.01882;0.928
TREE GENET GENOMES;1614-2942;1732;2.451;2.563;0.279;136;3.9;0.00475;0.606
VITIS;0042-7500;1225;0.738;1.082;0.086;35;>10.0;0.00074;0.296;

